log(y+),u+
2.948970000000000091e+00,2.204250000000000043e+01
2.962219999999999853e+00,2.213700000000000045e+01
2.975459999999999994e+00,2.223229999999999862e+01
2.988710000000000200e+00,2.232839999999999847e+01
3.001949999999999896e+00,2.242539999999999978e+01
3.015200000000000102e+00,2.252309999999999945e+01
3.028449999999999864e+00,2.262170000000000059e+01
3.041690000000000005e+00,2.272109999999999985e+01
3.054940000000000211e+00,2.282150000000000034e+01
3.068179999999999907e+00,2.292269999999999897e+01
3.081430000000000113e+00,2.302489999999999881e+01
3.094679999999999875e+00,2.312800000000000011e+01
3.107920000000000016e+00,2.323209999999999908e+01
3.121170000000000222e+00,2.333709999999999951e+01
3.134409999999999918e+00,2.344310000000000116e+01
3.147660000000000124e+00,2.355010000000000048e+01
3.160909999999999886e+00,2.365820000000000078e+01
3.174150000000000027e+00,2.376729999999999876e+01
3.187399999999999789e+00,2.387740000000000151e+01
3.200639999999999930e+00,2.398860000000000170e+01
3.213890000000000136e+00,2.410079999999999956e+01
3.227139999999999898e+00,2.421409999999999840e+01
3.240380000000000038e+00,2.432849999999999824e+01
3.253629999999999800e+00,2.444389999999999930e+01
3.266869999999999941e+00,2.456040000000000134e+01
3.280120000000000147e+00,2.467800000000000082e+01
3.293369999999999909e+00,2.479660000000000153e+01
3.306610000000000049e+00,2.491629999999999967e+01
3.319859999999999811e+00,2.503699999999999903e+01
3.333099999999999952e+00,2.515859999999999985e+01
3.346350000000000158e+00,2.528119999999999834e+01
3.359589999999999854e+00,2.540480000000000160e+01
3.372840000000000060e+00,2.552919999999999945e+01
3.386089999999999822e+00,2.565439999999999898e+01
3.399329999999999963e+00,2.578030000000000044e+01
3.412580000000000169e+00,2.590680000000000049e+01
3.425819999999999865e+00,2.603389999999999915e+01
3.439070000000000071e+00,2.616140000000000043e+01
3.452319999999999833e+00,2.628920000000000101e+01
3.465559999999999974e+00,2.641710000000000136e+01
3.478810000000000180e+00,2.654500000000000171e+01
3.492049999999999876e+00,2.667259999999999920e+01
3.505300000000000082e+00,2.679960000000000164e+01
3.518549999999999844e+00,2.692579999999999885e+01
3.531789999999999985e+00,2.705089999999999861e+01
3.545040000000000191e+00,2.717449999999999832e+01
3.558279999999999887e+00,2.729619999999999891e+01
3.571530000000000094e+00,2.741540000000000177e+01
3.584769999999999790e+00,2.753160000000000096e+01
3.598019999999999996e+00,2.764420000000000144e+01
3.611270000000000202e+00,2.775250000000000128e+01
3.624509999999999899e+00,2.785549999999999926e+01
3.637760000000000105e+00,2.795240000000000080e+01
3.650999999999999801e+00,2.804210000000000136e+01
3.664250000000000007e+00,2.812340000000000018e+01
3.677500000000000213e+00,2.819500000000000028e+01
3.690739999999999910e+00,2.825560000000000116e+01
3.703990000000000116e+00,2.830379999999999896e+01
3.717229999999999812e+00,2.833840000000000003e+01
3.730480000000000018e+00,2.835879999999999868e+01
3.743729999999999780e+00,2.836700000000000088e+01
3.756969999999999921e+00,2.836850000000000094e+01
3.770220000000000127e+00,2.836850000000000094e+01
3.783459999999999823e+00,2.836840000000000117e+01
3.796710000000000029e+00,2.836840000000000117e+01
3.809959999999999791e+00,2.836840000000000117e+01
3.823199999999999932e+00,2.836830000000000140e+01
3.836450000000000138e+00,2.836830000000000140e+01
3.849689999999999834e+00,2.836830000000000140e+01
3.862940000000000040e+00,2.836820000000000164e+01
3.876180000000000181e+00,2.836820000000000164e+01
3.889429999999999943e+00,2.836809999999999832e+01
3.902680000000000149e+00,2.836809999999999832e+01
3.915919999999999845e+00,2.836799999999999855e+01
3.929170000000000051e+00,2.836799999999999855e+01
3.942410000000000192e+00,2.836789999999999878e+01
3.955659999999999954e+00,2.836789999999999878e+01
3.968910000000000160e+00,2.836779999999999902e+01
3.982149999999999856e+00,2.836769999999999925e+01
3.995400000000000063e+00,2.836769999999999925e+01
4.008639999999999759e+00,2.836759999999999948e+01
4.021889999999999965e+00,2.836749999999999972e+01
4.035140000000000171e+00,2.836749999999999972e+01
4.048379999999999868e+00,2.836739999999999995e+01
4.061630000000000074e+00,2.836730000000000018e+01
4.074869999999999770e+00,2.836730000000000018e+01
4.088119999999999976e+00,2.836720000000000041e+01
4.101370000000000182e+00,2.836710000000000065e+01
4.114609999999999879e+00,2.836700000000000088e+01
4.127860000000000085e+00,2.836690000000000111e+01
4.141099999999999781e+00,2.836680000000000135e+01
4.154349999999999987e+00,2.836670000000000158e+01
4.167589999999999684e+00,2.836659999999999826e+01
4.180839999999999890e+00,2.836649999999999849e+01
4.194090000000000096e+00,2.836639999999999873e+01
4.207329999999999792e+00,2.836629999999999896e+01
4.220579999999999998e+00,2.836619999999999919e+01
4.233819999999999695e+00,2.836609999999999943e+01
4.247069999999999901e+00,2.836599999999999966e+01
4.260320000000000107e+00,2.836589999999999989e+01
4.273559999999999803e+00,2.836580000000000013e+01
4.286810000000000009e+00,2.836570000000000036e+01
4.300049999999999706e+00,2.836560000000000059e+01
4.313299999999999912e+00,2.836550000000000082e+01
4.326550000000000118e+00,2.836540000000000106e+01
4.339789999999999814e+00,2.836530000000000129e+01
4.353040000000000020e+00,2.836510000000000176e+01
4.366279999999999717e+00,2.836499999999999844e+01
4.379529999999999923e+00,2.836489999999999867e+01
4.392769999999999619e+00,2.836479999999999890e+01
4.406019999999999825e+00,2.836469999999999914e+01
4.419270000000000032e+00,2.836459999999999937e+01
4.432509999999999728e+00,2.836449999999999960e+01
4.445759999999999934e+00,2.836439999999999984e+01
4.458999999999999631e+00,2.836430000000000007e+01
4.472249999999999837e+00,2.836420000000000030e+01
4.485500000000000043e+00,2.836400000000000077e+01
4.498739999999999739e+00,2.836390000000000100e+01
4.511989999999999945e+00,2.836380000000000123e+01
4.525229999999999642e+00,2.836370000000000147e+01
4.538479999999999848e+00,2.836360000000000170e+01
4.551730000000000054e+00,2.836349999999999838e+01
4.564969999999999750e+00,2.836349999999999838e+01
4.578219999999999956e+00,2.836339999999999861e+01
4.591459999999999653e+00,2.836329999999999885e+01
4.604709999999999859e+00,2.836319999999999908e+01
4.617950000000000443e+00,2.836309999999999931e+01
4.631199999999999761e+00,2.836299999999999955e+01
4.644449999999999967e+00,2.836289999999999978e+01
4.657689999999999664e+00,2.836289999999999978e+01
4.670939999999999870e+00,2.836280000000000001e+01
4.684179999999999566e+00,2.836270000000000024e+01
4.697429999999999772e+00,2.836260000000000048e+01
4.710679999999999978e+00,2.836250000000000071e+01
4.723919999999999675e+00,2.836250000000000071e+01
4.737169999999999881e+00,2.836240000000000094e+01
4.750409999999999577e+00,2.836230000000000118e+01
4.763659999999999783e+00,2.836230000000000118e+01
4.776909999999999989e+00,2.836220000000000141e+01
4.790149999999999686e+00,2.836220000000000141e+01
4.803399999999999892e+00,2.836210000000000164e+01
4.816639999999999588e+00,2.836199999999999832e+01
4.829889999999999795e+00,2.836199999999999832e+01
4.843140000000000001e+00,2.836189999999999856e+01
4.856379999999999697e+00,2.836189999999999856e+01
4.869629999999999903e+00,2.836179999999999879e+01
4.882869999999999600e+00,2.836179999999999879e+01
4.896119999999999806e+00,2.836169999999999902e+01
4.909360000000000390e+00,2.836169999999999902e+01
4.922609999999999708e+00,2.836159999999999926e+01
4.935859999999999914e+00,2.836159999999999926e+01
4.949099999999999611e+00,2.836149999999999949e+01
4.962349999999999817e+00,2.836149999999999949e+01
4.975590000000000401e+00,2.836139999999999972e+01
4.988839999999999719e+00,2.836139999999999972e+01
5.002089999999999925e+00,2.836129999999999995e+01
5.015329999999999622e+00,2.836129999999999995e+01
5.028579999999999828e+00,2.836120000000000019e+01
5.041820000000000412e+00,2.836110000000000042e+01
5.055069999999999730e+00,2.836110000000000042e+01
5.068319999999999936e+00,2.836100000000000065e+01
5.081559999999999633e+00,2.836100000000000065e+01
5.094809999999999839e+00,2.836090000000000089e+01
5.108050000000000423e+00,2.836080000000000112e+01
5.121299999999999741e+00,2.836080000000000112e+01
5.134540000000000326e+00,2.836070000000000135e+01
5.147789999999999644e+00,2.836060000000000159e+01
5.161039999999999850e+00,2.836049999999999827e+01
5.174280000000000435e+00,2.836029999999999873e+01
5.187529999999999752e+00,2.836019999999999897e+01
5.200770000000000337e+00,2.836009999999999920e+01
5.214019999999999655e+00,2.835970000000000013e+01
5.227269999999999861e+00,2.835970000000000013e+01
5.240509999999999557e+00,2.836019999999999897e+01
